source,target,interaction_name_2,pathway_name,pair_key,prob_mild,prob_severe,pval_mild,pval_severe,prob_delta_severe_minus_mild,severe_specific_or_enhanced
Fibro-reg NPCs,Fibro-reg NPCs,TNC - SDC4,TENASCIN,Fibro-reg NPCs|Fibro-reg NPCs|TNC - SDC4|TENASCIN,3.603220826883778e-5,2.481673748946079e-4,0,0,2.1213516662577014e-4,TRUE
Fibro-NPCs,Hom/Reg-like NPCs,COL6A1 - (ITGA11+ITGB1),COLLAGEN,Fibro-NPCs|Hom/Reg-like NPCs|COL6A1 - (ITGA11+ITGB1)|COLLAGEN,0,2.1056381235122615e-4,NA,0,2.1056381235122615e-4,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,COL1A2 - (ITGA10+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Fibro-reg NPCs|COL1A2 - (ITGA10+ITGB1)|COLLAGEN,1.7325279227310562e-4,3.7907346168093747e-4,0,0,2.0582066940783185e-4,TRUE
Hom/Reg-like NPCs,Hom/Reg-like NPCs,COL6A1 - SDC4,COLLAGEN,Hom/Reg-like NPCs|Hom/Reg-like NPCs|COL6A1 - SDC4|COLLAGEN,0,1.9855883101389484e-4,NA,0,1.9855883101389484e-4,TRUE
Fibro-NPCs,Ht-NPCs,COL1A1 - (ITGA10+ITGB1),COLLAGEN,Fibro-NPCs|Ht-NPCs|COL1A1 - (ITGA10+ITGB1)|COLLAGEN,0,1.8720845746851314e-4,NA,0,1.8720845746851314e-4,TRUE
Hom/Reg-like NPCs,Hom-NPCs,COMP - SDC4,THBS,Hom/Reg-like NPCs|Hom-NPCs|COMP - SDC4|THBS,1.5415292649355411e-4,3.4101637903296065e-4,0,0,1.8686345253940653e-4,TRUE
ECM/Adh-NPCs,Fibro-reg NPCs,FGF2 - FGFR1,FGF,ECM/Adh-NPCs|Fibro-reg NPCs|FGF2 - FGFR1|FGF,9.916278730159262e-5,2.854946353674653e-4,0,0,1.8633184806587268e-4,TRUE
Fibro-NPCs,Hom/Reg-like NPCs,COL1A2 - (ITGA10+ITGB1),COLLAGEN,Fibro-NPCs|Hom/Reg-like NPCs|COL1A2 - (ITGA10+ITGB1)|COLLAGEN,9.143183389992781e-4,0.0011003796446154455,0,0,1.8606130561616742e-4,TRUE
Fibro-NPCs,Ht-NPCs,COL1A2 - (ITGA10+ITGB1),COLLAGEN,Fibro-NPCs|Ht-NPCs|COL1A2 - (ITGA10+ITGB1)|COLLAGEN,0,1.856179190029297e-4,NA,0,1.856179190029297e-4,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,COMP - CD47,THBS,Hom/Reg-like NPCs|Fibro-reg NPCs|COMP - CD47|THBS,5.924518313090359e-5,2.443084354067254e-4,0,0,1.8506325227582183e-4,TRUE
Fibro-NPCs,Fibro-reg NPCs,COL6A2 - (ITGA10+ITGB1),COLLAGEN,Fibro-NPCs|Fibro-reg NPCs|COL6A2 - (ITGA10+ITGB1)|COLLAGEN,0,1.8294306168399835e-4,NA,0,1.8294306168399835e-4,TRUE
Hom/Reg-like NPCs,Hom/Reg-like NPCs,COL9A3 - SDC4,COLLAGEN,Hom/Reg-like NPCs|Hom/Reg-like NPCs|COL9A3 - SDC4|COLLAGEN,0,1.7915929660019048e-4,NA,0,1.7915929660019048e-4,TRUE
Fibro-NPCs,Fibro-NPCs,POSTN - (ITGAV+ITGB5),PERIOSTIN,Fibro-NPCs|Fibro-NPCs|POSTN - (ITGAV+ITGB5)|PERIOSTIN,3.988461334815789e-5,2.1798096852899227e-4,0,0,1.7809635518083438e-4,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,COL1A2 - (ITGA11+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Fibro-reg NPCs|COL1A2 - (ITGA11+ITGB1)|COLLAGEN,1.1346239959677865e-4,2.875766419452437e-4,0,0,1.7411424234846506e-4,TRUE
Fibro-NPCs,Eff-NPCs,TNC - SDC4,TENASCIN,Fibro-NPCs|Eff-NPCs|TNC - SDC4|TENASCIN,2.3556970537066735e-4,4.093506872351195e-4,0,0,1.7378098186445216e-4,TRUE
ECM/Adh-NPCs,Hom/Reg-like NPCs,COL2A1 - (ITGA11+ITGB1),COLLAGEN,ECM/Adh-NPCs|Hom/Reg-like NPCs|COL2A1 - (ITGA11+ITGB1)|COLLAGEN,0,1.6860583828031919e-4,NA,0,1.6860583828031919e-4,TRUE
Eff-NPCs,Fibro-reg NPCs,FN1 - (ITGAV+ITGB1),FN1,Eff-NPCs|Fibro-reg NPCs|FN1 - (ITGAV+ITGB1)|FN1,2.8460757699293366e-4,4.5099326197766277e-4,0,0,1.663856849847291e-4,TRUE
ECM/Adh-NPCs,Hom-NPCs,COL1A2 - SDC4,COLLAGEN,ECM/Adh-NPCs|Hom-NPCs|COL1A2 - SDC4|COLLAGEN,8.144615841050042e-4,9.784155813232895e-4,0,0,1.6395399721828526e-4,TRUE
ECM/Adh-NPCs,Fibro-reg NPCs,COL1A1 - (ITGA11+ITGB1),COLLAGEN,ECM/Adh-NPCs|Fibro-reg NPCs|COL1A1 - (ITGA11+ITGB1)|COLLAGEN,0,1.6278489501028398e-4,NA,0,1.6278489501028398e-4,TRUE
Hom-NPCs,Fibro-reg NPCs,COL1A2 - (ITGA11+ITGB1),COLLAGEN,Hom-NPCs|Fibro-reg NPCs|COL1A2 - (ITGA11+ITGB1)|COLLAGEN,5.136373085912595e-5,2.139204019350548e-4,0,0,1.6255667107592886e-4,TRUE
Hom-NPCs,Hom/Reg-like NPCs,COMP - SDC4,THBS,Hom-NPCs|Hom/Reg-like NPCs|COMP - SDC4|THBS,0,1.6039736386816783e-4,NA,0,1.6039736386816783e-4,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,COL6A2 - SDC4,COLLAGEN,Fibro-reg NPCs|Fibro-reg NPCs|COL6A2 - SDC4|COLLAGEN,7.39870133375087e-6,1.6760660801931507e-4,0,0,1.6020790668556419e-4,TRUE
Fibro-NPCs,Hom-NPCs,COL6A2 - SDC4,COLLAGEN,Fibro-NPCs|Hom-NPCs|COL6A2 - SDC4|COLLAGEN,0,1.5408990609393994e-4,NA,0,1.5408990609393994e-4,TRUE
Fibro-reg NPCs,Hom-NPCs,COMP - SDC4,THBS,Fibro-reg NPCs|Hom-NPCs|COMP - SDC4|THBS,2.309125000961306e-5,1.768596307185292e-4,0,0,1.5376838070891614e-4,TRUE
ECM/Adh-NPCs,Fibro-NPCs,FGF2 - FGFR1,FGF,ECM/Adh-NPCs|Fibro-NPCs|FGF2 - FGFR1|FGF,0,1.4903862651352267e-4,NA,0,1.4903862651352267e-4,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,POSTN - (ITGAV+ITGB5),PERIOSTIN,Fibro-reg NPCs|Fibro-reg NPCs|POSTN - (ITGAV+ITGB5)|PERIOSTIN,1.7089210811883773e-5,1.621127793579364e-4,0,0,1.4502356854605264e-4,TRUE
ECM/Adh-NPCs,ECM/Adh-NPCs,FGF2 - FGFR1,FGF,ECM/Adh-NPCs|ECM/Adh-NPCs|FGF2 - FGFR1|FGF,0,1.4305562715321627e-4,NA,0,1.4305562715321627e-4,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,COMP - SDC4,THBS,Hom/Reg-like NPCs|Fibro-reg NPCs|COMP - SDC4|THBS,2.9695483013625806e-5,1.6976525267743664e-4,0,0,1.4006976966381084e-4,TRUE
Fibro-reg NPCs,Eff-NPCs,COL6A2 - SDC4,COLLAGEN,Fibro-reg NPCs|Eff-NPCs|COL6A2 - SDC4|COLLAGEN,2.5059288491124563e-5,1.6380123217741755e-4,0,0,1.38741943686293e-4,TRUE
Fibro-NPCs,Fibro-reg NPCs,COL6A2 - (ITGA11+ITGB1),COLLAGEN,Fibro-NPCs|Fibro-reg NPCs|COL6A2 - (ITGA11+ITGB1)|COLLAGEN,0,1.3830087698405507e-4,NA,0,1.3830087698405507e-4,TRUE
Fibro-reg NPCs,Eff-NPCs,FN1 - SDC4,FN1,Fibro-reg NPCs|Eff-NPCs|FN1 - SDC4|FN1,5.479420847721789e-4,6.834243766334591e-4,0,0,1.3548229186128018e-4,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,COL2A1 - (ITGA10+ITGB1),COLLAGEN,Fibro-reg NPCs|Fibro-reg NPCs|COL2A1 - (ITGA10+ITGB1)|COLLAGEN,8.607058860961696e-5,2.183822432282393e-4,0,0,1.3231165461862233e-4,TRUE
Fibro-NPCs,Hom/Reg-like NPCs,COL6A3 - (ITGA10+ITGB1),COLLAGEN,Fibro-NPCs|Hom/Reg-like NPCs|COL6A3 - (ITGA10+ITGB1)|COLLAGEN,3.85366299261918e-4,5.149151307215801e-4,0,0,1.2954883145966208e-4,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,COL9A3 - (ITGA10+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Fibro-reg NPCs|COL9A3 - (ITGA10+ITGB1)|COLLAGEN,0,1.2564758586922837e-4,NA,0,1.2564758586922837e-4,TRUE
Hom/Reg-like NPCs,Fibro-NPCs,FGF2 - FGFR1,FGF,Hom/Reg-like NPCs|Fibro-NPCs|FGF2 - FGFR1|FGF,0,1.2328116026130514e-4,NA,0,1.2328116026130514e-4,TRUE
Fibro-reg NPCs,Eff-NPCs,TNC - SDC4,TENASCIN,Fibro-reg NPCs|Eff-NPCs|TNC - SDC4|TENASCIN,1.2016465287007942e-4,2.4045172647665336e-4,0,0,1.2028707360657394e-4,TRUE
Fibro-reg NPCs,Hom/Reg-like NPCs,COL1A2 - (ITGA10+ITGB1),COLLAGEN,Fibro-reg NPCs|Hom/Reg-like NPCs|COL1A2 - (ITGA10+ITGB1)|COLLAGEN,3.8697370293078545e-4,5.067134163420594e-4,0,0,1.197397134112739e-4,TRUE
Fibro-reg NPCs,Hom/Reg-like NPCs,THBS2 - SDC4,THBS,Fibro-reg NPCs|Hom/Reg-like NPCs|THBS2 - SDC4|THBS,2.1330595961972695e-4,3.3267391110001967e-4,0,0,1.1936795148029272e-4,TRUE
Hom/Reg-like NPCs,ECM/Adh-NPCs,FGF2 - FGFR1,FGF,Hom/Reg-like NPCs|ECM/Adh-NPCs|FGF2 - FGFR1|FGF,0,1.1830648051184332e-4,NA,0,1.1830648051184332e-4,TRUE
Hom/Reg-like NPCs,Hom/Reg-like NPCs,COL2A1 - (ITGA11+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Hom/Reg-like NPCs|COL2A1 - (ITGA11+ITGB1)|COLLAGEN,0,1.1773207876082005e-4,NA,0,1.1773207876082005e-4,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,COMP - CD47,THBS,Fibro-reg NPCs|Fibro-reg NPCs|COMP - CD47|THBS,8.87567537616182e-6,1.2633629467465342e-4,0,0,1.174606192984916e-4,TRUE
Fibro-reg NPCs,Hom/Reg-like NPCs,COL6A1 - (ITGA11+ITGB1),COLLAGEN,Fibro-reg NPCs|Hom/Reg-like NPCs|COL6A1 - (ITGA11+ITGB1)|COLLAGEN,0,1.1711011455601979e-4,NA,0,1.1711011455601979e-4,TRUE
ECM/Adh-NPCs,Fibro-reg NPCs,COL6A1 - (ITGA10+ITGB1),COLLAGEN,ECM/Adh-NPCs|Fibro-reg NPCs|COL6A1 - (ITGA10+ITGB1)|COLLAGEN,7.102910219870793e-5,1.8796340981492007e-4,0,0,1.1693430761621214e-4,TRUE
Ht-NPCs,Fibro-reg NPCs,COL2A1 - (ITGA10+ITGB1),COLLAGEN,Ht-NPCs|Fibro-reg NPCs|COL2A1 - (ITGA10+ITGB1)|COLLAGEN,1.1563070005061983e-5,1.2451875655442322e-4,0,0,1.1295568654936124e-4,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,COL2A1 - (ITGA11+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Fibro-reg NPCs|COL2A1 - (ITGA11+ITGB1)|COLLAGEN,4.276665264007549e-4,5.402671164957554e-4,0,0,1.126005900950005e-4,TRUE
Fibro-reg NPCs,Hom/Reg-like NPCs,COL6A3 - (ITGA11+ITGB1),COLLAGEN,Fibro-reg NPCs|Hom/Reg-like NPCs|COL6A3 - (ITGA11+ITGB1)|COLLAGEN,0,1.111239291289978e-4,NA,0,1.111239291289978e-4,TRUE
Ht-NPCs,Fibro-reg NPCs,IBSP - (ITGAV+ITGB5),BSP,Ht-NPCs|Fibro-reg NPCs|IBSP - (ITGAV+ITGB5)|BSP,1.455499797812551e-5,1.2431831809184792e-4,0,0,1.0976332011372241e-4,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,COL2A1 - (ITGA11+ITGB1),COLLAGEN,Fibro-reg NPCs|Fibro-reg NPCs|COL2A1 - (ITGA11+ITGB1)|COLLAGEN,5.6577557425206556e-5,1.653003603334737e-4,0,0,1.0872280290826714e-4,TRUE
ECM/Adh-NPCs,Fibro-reg NPCs,ANGPTL2 - (ITGA5+ITGB1),ANGPTL,ECM/Adh-NPCs|Fibro-reg NPCs|ANGPTL2 - (ITGA5+ITGB1)|ANGPTL,1.5004269876681875e-7,1.0876026235782292e-4,0,0,1.086102196590561e-4,TRUE
Fibro-reg NPCs,Eff-NPCs,COL6A1 - SDC4,COLLAGEN,Fibro-reg NPCs|Eff-NPCs|COL6A1 - SDC4|COLLAGEN,1.8189787884430745e-4,2.88517803778845e-4,0,0,1.0661992493453753e-4,TRUE
Hom/Reg-like NPCs,Hom-NPCs,COL9A3 - SDC4,COLLAGEN,Hom/Reg-like NPCs|Hom-NPCs|COL9A3 - SDC4|COLLAGEN,0,1.0585810526168275e-4,NA,0,1.0585810526168275e-4,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,THBS2 - CD47,THBS,Fibro-reg NPCs|Fibro-reg NPCs|THBS2 - CD47|THBS,3.542456200382239e-5,1.4086166228518093e-4,0,0,1.0543710028135853e-4,TRUE
Fibro-reg NPCs,Hom-NPCs,THBS2 - SDC4,THBS,Fibro-reg NPCs|Hom-NPCs|THBS2 - SDC4|THBS,9.224492574036775e-5,1.971393480753927e-4,0,0,1.0489442233502496e-4,TRUE
Ht-NPCs,Hom/Reg-like NPCs,COL2A1 - SDC4,COLLAGEN,Ht-NPCs|Hom/Reg-like NPCs|COL2A1 - SDC4|COLLAGEN,6.816660748265385e-5,1.705707956597359e-4,0,0,1.0240418817708205e-4,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,COL1A1 - (ITGA11+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Fibro-reg NPCs|COL1A1 - (ITGA11+ITGB1)|COLLAGEN,0,1.0214075571830599e-4,NA,0,1.0214075571830599e-4,TRUE
Fibro-reg NPCs,Hom/Reg-like NPCs,COL6A2 - (ITGA10+ITGB1),COLLAGEN,Fibro-reg NPCs|Hom/Reg-like NPCs|COL6A2 - (ITGA10+ITGB1)|COLLAGEN,2.829352218416899e-5,1.2968501756392705e-4,0,0,1.0139149537975807e-4,TRUE
ECM/Adh-NPCs,Fibro-reg NPCs,COL6A3 - (ITGA10+ITGB1),COLLAGEN,ECM/Adh-NPCs|Fibro-reg NPCs|COL6A3 - (ITGA10+ITGB1)|COLLAGEN,6.993402614790915e-5,1.6769123785095484e-4,0,0,9.775721170304568e-5,TRUE
ECM/Adh-NPCs,Fibro-reg NPCs,COL6A1 - (ITGA11+ITGB1),COLLAGEN,ECM/Adh-NPCs|Fibro-reg NPCs|COL6A1 - (ITGA11+ITGB1)|COLLAGEN,4.6467784810063177e-5,1.4214597566149966e-4,0,0,9.567819085143649e-5,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,COL9A3 - (ITGA11+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Fibro-reg NPCs|COL9A3 - (ITGA11+ITGB1)|COLLAGEN,0,9.503272950220854e-5,NA,0,9.503272950220854e-5,TRUE
Eff-NPCs,Hom/Reg-like NPCs,COMP - SDC4,THBS,Eff-NPCs|Hom/Reg-like NPCs|COMP - SDC4|THBS,0,9.335586338231904e-5,NA,0,9.335586338231904e-5,TRUE
Fibro-reg NPCs,Eff-NPCs,COL6A3 - SDC4,COLLAGEN,Fibro-reg NPCs|Eff-NPCs|COL6A3 - SDC4|COLLAGEN,1.812959529271956e-4,2.7431055322339043e-4,0,0,9.301460029619482e-5,TRUE
Hom-NPCs,Fibro-reg NPCs,COL1A1 - (ITGA11+ITGB1),COLLAGEN,Hom-NPCs|Fibro-reg NPCs|COL1A1 - (ITGA11+ITGB1)|COLLAGEN,0,9.060727059182017e-5,NA,0,9.060727059182017e-5,TRUE
Fibro-NPCs,Ht-NPCs,COL6A3 - (ITGA10+ITGB1),COLLAGEN,Fibro-NPCs|Ht-NPCs|COL6A3 - (ITGA10+ITGB1)|COLLAGEN,0,8.818728677036868e-5,NA,0,8.818728677036868e-5,TRUE
Ht-NPCs,Fibro-reg NPCs,COL2A1 - (ITGA11+ITGB1),COLLAGEN,Ht-NPCs|Fibro-reg NPCs|COL2A1 - (ITGA11+ITGB1)|COLLAGEN,7.6205680788534644e-6,9.569118480833738e-5,0,0,8.807061672948392e-5,TRUE
Hom/Reg-like NPCs,Hom/Reg-like NPCs,COL6A2 - SDC4,COLLAGEN,Hom/Reg-like NPCs|Hom/Reg-like NPCs|COL6A2 - SDC4|COLLAGEN,0,8.657073385332028e-5,NA,0,8.657073385332028e-5,TRUE
Fibro-reg NPCs,Hom-NPCs,COMP - CD47,THBS,Fibro-reg NPCs|Hom-NPCs|COMP - CD47|THBS,2.0529067383686223e-5,1.0656425287610465e-4,0,0,8.603518549241842e-5,TRUE
Fibro-reg NPCs,Ht-NPCs,COL1A2 - (ITGA10+ITGB1),COLLAGEN,Fibro-reg NPCs|Ht-NPCs|COL1A2 - (ITGA10+ITGB1)|COLLAGEN,0,8.579873471019745e-5,NA,0,8.579873471019745e-5,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,ANGPTL2 - (ITGA5+ITGB1),ANGPTL,Hom/Reg-like NPCs|Fibro-reg NPCs|ANGPTL2 - (ITGA5+ITGB1)|ANGPTL,8.558164875003883e-5,1.6798026965488458e-4,0,0,8.239862090484575e-5,TRUE
Eff-NPCs,Fibro-reg NPCs,COL1A2 - (ITGA10+ITGB1),COLLAGEN,Eff-NPCs|Fibro-reg NPCs|COL1A2 - (ITGA10+ITGB1)|COLLAGEN,2.4392323922630356e-5,1.0631405704492813e-4,0,0,8.192173312229778e-5,TRUE
ECM/Adh-NPCs,Fibro-reg NPCs,COL6A3 - (ITGA11+ITGB1),COLLAGEN,ECM/Adh-NPCs|Fibro-reg NPCs|COL6A3 - (ITGA11+ITGB1)|COLLAGEN,4.5750198473785984e-5,1.2679667525673213e-4,0,0,8.104647678294614e-5,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,THBS2 - SDC4,THBS,Fibro-reg NPCs|Fibro-reg NPCs|THBS2 - SDC4|THBS,1.7799881365799435e-5,9.770472676091108e-5,0,0,7.990484539511165e-5,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,GJA1 - GJA1,GAP,Fibro-reg NPCs|Fibro-reg NPCs|GJA1 - GJA1|GAP,1.7170803944170252e-5,9.623334420665196e-5,0,0,7.906254026248171e-5,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,FN1 - (ITGAV+ITGB1),FN1,Hom/Reg-like NPCs|Fibro-reg NPCs|FN1 - (ITGAV+ITGB1)|FN1,0.0011902011550888381,0.0012688984600491982,0,0,7.86973049603601e-5,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,COL6A1 - (ITGA10+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Fibro-reg NPCs|COL6A1 - (ITGA10+ITGB1)|COLLAGEN,6.088118114303998e-5,1.393114204764807e-4,0,0,7.843023933344073e-5,TRUE
Eff-NPCs,Hom/Reg-like NPCs,COL2A1 - SDC4,COLLAGEN,Eff-NPCs|Hom/Reg-like NPCs|COL2A1 - SDC4|COLLAGEN,0,7.779638364471186e-5,NA,0,7.779638364471186e-5,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,COL9A2 - (ITGA10+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Fibro-reg NPCs|COL9A2 - (ITGA10+ITGB1)|COLLAGEN,1.419623827518262e-4,2.189199101044696e-4,0,0,7.695752735264341e-5,TRUE
Ht-NPCs,Hom-NPCs,COL2A1 - SDC4,COLLAGEN,Ht-NPCs|Hom-NPCs|COL2A1 - SDC4|COLLAGEN,2.970362887843849e-5,1.0579616567273986e-4,0,0,7.609253679430138e-5,TRUE
Fibro-NPCs,Eff-NPCs,COL6A2 - SDC4,COLLAGEN,Fibro-NPCs|Eff-NPCs|COL6A2 - SDC4|COLLAGEN,0,7.546850772698433e-5,NA,0,7.546850772698433e-5,TRUE
Fibro-NPCs,Fibro-reg NPCs,ANGPTL2 - (ITGA5+ITGB1),ANGPTL,Fibro-NPCs|Fibro-reg NPCs|ANGPTL2 - (ITGA5+ITGB1)|ANGPTL,0,7.462681271598118e-5,NA,0,7.462681271598118e-5,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,COL9A2 - (ITGA11+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Fibro-reg NPCs|COL9A2 - (ITGA11+ITGB1)|COLLAGEN,9.292474479799671e-5,1.657625529609537e-4,0,0,7.2837808162957e-5,TRUE
Fibro-NPCs,Hom/Reg-like NPCs,THBS2 - SDC4,THBS,Fibro-NPCs|Hom/Reg-like NPCs|THBS2 - SDC4|THBS,3.4864594908561985e-5,1.0646005669826535e-4,0,0,7.159546178970337e-5,TRUE
Fibro-NPCs,Ht-NPCs,COL6A1 - (ITGA10+ITGB1),COLLAGEN,Fibro-NPCs|Ht-NPCs|COL6A1 - (ITGA10+ITGB1)|COLLAGEN,0,7.158389776796748e-5,NA,0,7.158389776796748e-5,TRUE
Fibro-reg NPCs,Eff-NPCs,COMP - SDC4,THBS,Fibro-reg NPCs|Eff-NPCs|COMP - SDC4|THBS,1.5086364599312732e-5,8.636605998716117e-5,0,0,7.127969538784844e-5,TRUE
Fibro-reg NPCs,Ht-NPCs,COL1A1 - (ITGA10+ITGB1),COLLAGEN,Fibro-reg NPCs|Ht-NPCs|COL1A1 - (ITGA10+ITGB1)|COLLAGEN,0,7.121753200179069e-5,NA,0,7.121753200179069e-5,TRUE
Hom/Reg-like NPCs,Hom-NPCs,COMP - CD47,THBS,Hom/Reg-like NPCs|Hom-NPCs|COMP - CD47|THBS,1.3705813083003532e-4,2.0624647622667e-4,0,0,6.918834539663466e-5,TRUE
Ht-NPCs,Fibro-reg NPCs,FN1 - (ITGA5+ITGB1),FN1,Ht-NPCs|Fibro-reg NPCs|FN1 - (ITGA5+ITGB1)|FN1,1.080932959130922e-5,7.998285909880457e-5,0,0,6.917352950749534e-5,TRUE
Fibro-NPCs,Hom/Reg-like NPCs,COL6A1 - (ITGA10+ITGB1),COLLAGEN,Fibro-NPCs|Hom/Reg-like NPCs|COL6A1 - (ITGA10+ITGB1)|COLLAGEN,3.477372385899707e-4,4.168995285378852e-4,0,0,6.916228994791453e-5,TRUE
Hom-NPCs,Fibro-reg NPCs,COMP - CD47,THBS,Hom-NPCs|Fibro-reg NPCs|COMP - CD47|THBS,0,6.756549836402254e-5,NA,0,6.756549836402254e-5,TRUE
Ht-NPCs,Hom/Reg-like NPCs,COL1A2 - SDC4,COLLAGEN,Ht-NPCs|Hom/Reg-like NPCs|COL1A2 - SDC4|COLLAGEN,0,6.658632375012376e-5,NA,0,6.658632375012376e-5,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,COL6A1 - (ITGA11+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Fibro-reg NPCs|COL6A1 - (ITGA11+ITGB1)|COLLAGEN,3.98004608724664e-5,1.0538440986049201e-4,0,0,6.558394898802561e-5,TRUE
Fibro-reg NPCs,Hom/Reg-like NPCs,COL6A2 - (ITGA11+ITGB1),COLLAGEN,Fibro-reg NPCs|Hom/Reg-like NPCs|COL6A2 - (ITGA11+ITGB1)|COLLAGEN,0,6.535449475381537e-5,NA,0,6.535449475381537e-5,TRUE
ECM/Adh-NPCs,Eff-NPCs,COMP - CD47,THBS,ECM/Adh-NPCs|Eff-NPCs|COMP - CD47|THBS,0,6.505650444114938e-5,NA,0,6.505650444114938e-5,TRUE
Hom/Reg-like NPCs,Eff-NPCs,COMP - SDC4,THBS,Hom/Reg-like NPCs|Eff-NPCs|COMP - SDC4|THBS,1.006418124877864e-4,1.6543878745652524e-4,0,0,6.479697496873883e-5,TRUE
Eff-NPCs,Fibro-reg NPCs,COL1A2 - (ITGA11+ITGB1),COLLAGEN,Eff-NPCs|Fibro-reg NPCs|COL1A2 - (ITGA11+ITGB1)|COLLAGEN,1.5961298240380978e-5,8.060998812262162e-5,0,0,6.464868988224064e-5,TRUE
Fibro-reg NPCs,Hom/Reg-like NPCs,COMP - CD47,THBS,Fibro-reg NPCs|Hom/Reg-like NPCs|COMP - CD47|THBS,4.028341396963112e-5,1.0487077839963766e-4,0,0,6.458736443000655e-5,TRUE
Ht-NPCs,Fibro-reg NPCs,FN1 - (ITGAV+ITGB1),FN1,Ht-NPCs|Fibro-reg NPCs|FN1 - (ITGAV+ITGB1)|FN1,1.871889148841283e-5,8.322872371632544e-5,0,0,6.450983222791262e-5,TRUE
Fibro-reg NPCs,Fibro-NPCs,ANGPTL2 - (ITGA5+ITGB1),ANGPTL,Fibro-reg NPCs|Fibro-NPCs|ANGPTL2 - (ITGA5+ITGB1)|ANGPTL,0,6.265802550303779e-5,NA,0,6.265802550303779e-5,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,NAMPT - (ITGA5+ITGB1),VISFATIN,Fibro-reg NPCs|Fibro-reg NPCs|NAMPT - (ITGA5+ITGB1)|VISFATIN,1.6579725628448995e-5,7.808964816022537e-5,0,0,6.150992253177638e-5,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,COL2A1 - (ITGA10+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Fibro-reg NPCs|COL2A1 - (ITGA10+ITGB1)|COLLAGEN,6.481542100401428e-4,7.093548432472299e-4,0,0,6.12006332070871e-5,TRUE
Hom/Reg-like NPCs,Fibro-reg NPCs,COL6A2 - (ITGA10+ITGB1),COLLAGEN,Hom/Reg-like NPCs|Fibro-reg NPCs|COL6A2 - (ITGA10+ITGB1)|COLLAGEN,0,6.05919483289016e-5,NA,0,6.05919483289016e-5,TRUE
Fibro-NPCs,Hom/Reg-like NPCs,COL6A2 - (ITGA10+ITGB1),COLLAGEN,Fibro-NPCs|Hom/Reg-like NPCs|COL6A2 - (ITGA10+ITGB1)|COLLAGEN,0,5.889706420833337e-5,NA,0,5.889706420833337e-5,TRUE
ECM/Adh-NPCs,Ht-NPCs,COL2A1 - (ITGA10+ITGB1),COLLAGEN,ECM/Adh-NPCs|Ht-NPCs|COL2A1 - (ITGA10+ITGB1)|COLLAGEN,0,5.727354977256603e-5,NA,0,5.727354977256603e-5,TRUE
Eff-NPCs,Hom-NPCs,COMP - SDC4,THBS,Eff-NPCs|Hom-NPCs|COMP - SDC4|THBS,0,5.5325648298502036e-5,NA,0,5.5325648298502036e-5,TRUE
Fibro-reg NPCs,Fibro-reg NPCs,THBS1 - CD47,THBS,Fibro-reg NPCs|Fibro-reg NPCs|THBS1 - CD47|THBS,4.270710087770642e-5,9.746003572210529e-5,0,0,5.475293484439887e-5,TRUE
Ht-NPCs,Fibro-reg NPCs,COL2A1 - SDC4,COLLAGEN,Ht-NPCs|Fibro-reg NPCs|COL2A1 - SDC4|COLLAGEN,0,5.394277890958101e-5,NA,0,5.394277890958101e-5,TRUE
